TimeSlice,EventSeq
5385930,['E1']
5385931,"['E1', 'E1', 'E1', 'E1', 'E2']"
5385935,"['E1', 'E2']"
5385936,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5385938,"['E1', 'E1', 'E1', 'E1', 'E2']"
5385940,"['E1', 'E1', 'E1']"
5385942,"['E1', 'E2']"
5385944,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5385945,"['E1', 'E2']"
5385947,"['E1', 'E1', 'E1']"
5385949,"['E1', 'E2', 'E1', 'E1', 'E1']"
5385951,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5385953,"['E1', 'E2']"
5385956,"['E1', 'E1', 'E1', 'E1', 'E2']"
5385958,"['E1', 'E1', 'E1']"
5385959,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5385960,"['E1', 'E2']"
5385963,"['E1', 'E2']"
5385965,"['E1', 'E1', 'E1']"
5385966,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5385967,"['E1', 'E2', 'E1', 'E1', 'E1']"
5385970,"['E1', 'E2']"
5385974,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2', 'E1', 'E1', 'E1']"
5385976,"['E1', 'E1', 'E1']"
5385977,"['E1', 'E2']"
5385981,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5385983,"['E1', 'E1', 'E1']"
5385984,"['E1', 'E2']"
5385985,"['E1', 'E1', 'E1']"
5385987,"['E1', 'E1', 'E1']"
5385988,"['E1', 'E2']"
5385989,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5385992,"['E1', 'E2', 'E1', 'E1', 'E1']"
5385994,"['E1', 'E1', 'E1']"
5385995,"['E1', 'E2']"
5385996,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5385997,"['E1', 'E1', 'E1']"
5385999,"['E1', 'E2']"
5386001,"['E1', 'E1', 'E1']"
5386002,"['E1', 'E2']"
5386003,"['E1', 'E1', 'E1']"
5386004,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386006,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386009,"['E1', 'E2']"
5386010,"['E1', 'E1', 'E1']"
5386011,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386012,"['E1', 'E1', 'E1']"
5386013,"['E1', 'E2']"
5386015,"['E1', 'E1', 'E1']"
5386016,"['E1', 'E2']"
5386019,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E4', 'E1', 'E1', 'E1']"
5386020,"['E1', 'E2']"
5386021,"['E1', 'E1', 'E1']"
5386023,"['E1', 'E2']"
5386024,"['E1', 'E1', 'E1']"
5386026,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386027,"['E1', 'E2']"
5386028,"['E1', 'E1', 'E1']"
5386030,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386033,"['E1', 'E1', 'E1']"
5386034,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5386037,"['E1', 'E1', 'E1']"
5386038,"['E1', 'E2']"
5386039,"['E1', 'E1', 'E1']"
5386041,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386042,"['E1', 'E1', 'E1']"
5386045,"['E1', 'E2']"
5386046,"['E1', 'E1', 'E1']"
5386048,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386049,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386051,"['E1', 'E1', 'E1']"
5386052,"['E1', 'E2']"
5386055,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386056,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386057,"['E1', 'E1', 'E1']"
5386059,"['E1', 'E2']"
5386060,"['E1', 'E1', 'E1']"
5386062,"['E1', 'E2']"
5386064,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5386066,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386069,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386071,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386073,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386075,"['E1', 'E1', 'E1']"
5386077,"['E1', 'E2']"
5386078,"['E1', 'E1', 'E1']"
5386079,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386080,"['E1', 'E2']"
5386082,"['E1', 'E1', 'E1']"
5386084,"['E1', 'E2']"
5386085,"['E1', 'E1', 'E1']"
5386086,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386087,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386091,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386094,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5386096,"['E1', 'E1', 'E1']"
5386098,"['E1', 'E2']"
5386100,"['E1', 'E1', 'E1']"
5386101,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5386103,"['E1', 'E1', 'E1']"
5386105,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386108,"['E1', 'E2']"
5386109,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5386110,"['E1', 'E1', 'E1']"
5386112,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386114,"['E1', 'E1', 'E1']"
5386116,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386118,['E1']
5386119,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386121,"['E1', 'E1', 'E1']"
5386123,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386124,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386126,"['E1', 'E2']"
5386128,"['E1', 'E1', 'E1']"
5386130,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386131,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386132,"['E1', 'E1', 'E1']"
5386133,"['E1', 'E2']"
5386137,"['E1', 'E2']"
5386139,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386140,"['E1', 'E2']"
5386141,"['E1', 'E1', 'E1']"
5386144,"['E1', 'E2']"
5386146,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386147,"['E1', 'E2']"
5386148,"['E1', 'E1', 'E1']"
5386150,"['E1', 'E1', 'E1']"
5386151,"['E1', 'E2']"
5386154,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386155,"['E1', 'E2']"
5386157,"['E1', 'E1', 'E1']"
5386158,"['E1', 'E2']"
5386159,"['E1', 'E1', 'E1']"
5386161,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386162,"['E1', 'E2']"
5386165,"['E1', 'E2']"
5386166,"['E1', 'E1', 'E1']"
5386168,"['E1', 'E1', 'E1']"
5386169,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386172,"['E1', 'E2']"
5386175,"['E1', 'E1', 'E1']"
5386176,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386177,"['E1', 'E1', 'E1']"
5386179,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386183,"['E1', 'E2']"
5386184,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5386186,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386189,"['E1', 'E1', 'E1']"
5386190,"['E1', 'E2']"
5386191,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386193,"['E1', 'E1', 'E1']"
5386194,"['E1', 'E2']"
5386195,"['E1', 'E1', 'E1']"
5386197,"['E1', 'E2']"
5386198,"['E1', 'E1', 'E1']"
5386199,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386201,"['E1', 'E2']"
5386202,"['E1', 'E1', 'E1']"
5386204,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386206,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386207,"['E1', 'E1', 'E1']"
5386208,"['E1', 'E2']"
5386211,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386213,"['E1', 'E1', 'E1']"
5386214,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386215,"['E1', 'E2']"
5386216,"['E1', 'E1', 'E1']"
5386218,"['E1', 'E2']"
5386220,"['E1', 'E1', 'E1']"
5386221,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386222,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386225,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386229,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2', 'E1', 'E1', 'E1']"
5386231,"['E1', 'E1', 'E1']"
5386233,"['E1', 'E2']"
5386234,"['E1', 'E1', 'E1']"
5386236,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386238,"['E1', 'E1', 'E1']"
5386240,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386243,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386244,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386247,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386249,"['E1', 'E1', 'E1']"
5386250,"['E1', 'E2']"
5386251,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386252,"['E1', 'E1', 'E1']"
5386254,"['E1', 'E2']"
5386256,"['E1', 'E1', 'E1']"
5386257,"['E1', 'E2']"
5386258,"['E1', 'E1', 'E1']"
5386259,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386261,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386264,"['E1', 'E2']"
5386265,"['E1', 'E1', 'E1']"
5386266,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386267,"['E1', 'E1', 'E1']"
5386268,"['E1', 'E2']"
5386270,"['E1', 'E1', 'E1']"
5386271,"['E1', 'E2']"
5386274,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5386275,"['E1', 'E2']"
5386276,"['E1', 'E1', 'E1']"
5386279,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386281,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386282,"['E1', 'E2']"
5386283,"['E1', 'E1', 'E1']"
5386285,"['E1', 'E1', 'E1']"
5386286,"['E1', 'E2']"
5386288,"['E1', 'E1', 'E1']"
5386289,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5386292,"['E1', 'E1', 'E1']"
5386293,"['E1', 'E2']"
5386294,"['E1', 'E1', 'E1']"
5386296,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386297,"['E1', 'E1', 'E1']"
5386300,"['E1', 'E2']"
5386301,"['E1', 'E1', 'E1']"
5386303,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386304,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386306,"['E1', 'E1', 'E1']"
5386307,"['E1', 'E2', 'E4']"
5386310,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386312,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5386314,"['E1', 'E2']"
5386315,"['E1', 'E1', 'E1']"
5386318,"['E1', 'E2']"
5386319,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5386321,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386324,"['E1', 'E1', 'E1']"
5386325,"['E1', 'E2']"
5386327,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386328,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386330,"['E1', 'E1', 'E1']"
5386332,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386333,"['E1', 'E1', 'E1']"
5386334,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386335,"['E1', 'E2']"
5386337,"['E1', 'E1', 'E1']"
5386339,"['E1', 'E2']"
5386340,"['E1', 'E1', 'E1']"
5386342,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1', 'E1', 'E2']"
5386346,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386349,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5386351,"['E1', 'E1', 'E1']"
5386353,"['E1', 'E2']"
5386355,"['E1', 'E1', 'E1']"
5386357,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386358,"['E1', 'E1', 'E1']"
5386360,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386364,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5386367,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386369,"['E1', 'E1', 'E1']"
5386371,"['E1', 'E1', 'E2']"
5386372,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386373,"['E1', 'E1', 'E1']"
5386374,"['E1', 'E2']"
5386376,"['E1', 'E1', 'E1']"
5386378,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386379,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386381,"['E1', 'E2']"
5386382,"['E1', 'E1', 'E1']"
5386383,"['E1', 'E1', 'E1']"
5386385,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386387,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5386388,"['E1', 'E2']"
5386391,"['E1', 'E1', 'E1']"
5386392,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386394,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386396,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386399,"['E1', 'E2']"
5386400,"['E1', 'E1', 'E1']"
5386401,"['E1', 'E1', 'E1']"
5386402,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386403,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386405,"['E1', 'E1', 'E1']"
5386406,"['E1', 'E2']"
5386409,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1']"
5386410,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386412,"['E1', 'E1', 'E1']"
5386413,"['E1', 'E2']"
5386414,"['E1', 'E1', 'E1']"
5386417,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5386419,"['E1', 'E1', 'E1']"
5386420,"['E1', 'E2']"
5386421,"['E1', 'E1', 'E1']"
5386423,"['E1', 'E1', 'E1']"
5386424,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386427,"['E1', 'E2']"
5386428,"['E1', 'E1', 'E1']"
5386430,"['E1', 'E1', 'E1']"
5386431,"['E1', 'E2']"
5386432,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5386434,"['E1', 'E2']"
5386438,"['E1', 'E2']"
5386439,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386441,"['E1', 'E1', 'E1']"
5386442,"['E1', 'E2']"
5386445,"['E1', 'E2']"
5386447,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386448,"['E1', 'E1', 'E1']"
5386449,"['E1', 'E2']"
5386450,"['E1', 'E1', 'E1']"
5386452,"['E1', 'E2']"
5386454,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386456,"['E1', 'E2']"
5386457,"['E1', 'E1', 'E1']"
5386459,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386462,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386463,"['E1', 'E2']"
5386466,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386468,"['E1', 'E1', 'E1']"
5386469,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386470,"['E1', 'E2']"
5386473,['E1']
5386474,['E2']
5386475,"['E1', 'E1', 'E1']"
5386477,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2', 'E1', 'E1', 'E1']"
5386481,"['E1', 'E2']"
5386484,"['E1', 'E1', 'E1', 'E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386486,"['E1', 'E1', 'E1']"
5386488,"['E1', 'E2']"
5386491,"['E1', 'E2']"
5386492,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386493,"['E1', 'E1', 'E1']"
5386495,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386497,"['E1', 'E1', 'E1']"
5386498,"['E1', 'E2']"
5386499,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386502,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386504,"['E1', 'E1', 'E1']"
5386505,"['E1', 'E2']"
5386507,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386509,"['E1', 'E2']"
5386511,"['E1', 'E1', 'E1']"
5386512,"['E1', 'E2']"
5386513,"['E1', 'E1', 'E1']"
5386514,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386516,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386520,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386522,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5386523,"['E1', 'E2']"
5386525,"['E1', 'E1', 'E1']"
5386527,"['E1', 'E2']"
5386529,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386530,"['E1', 'E2']"
5386531,"['E1', 'E1', 'E1']"
5386534,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386537,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5386538,"['E1', 'E1', 'E1']"
5386540,"['E1', 'E1', 'E1']"
5386541,"['E1', 'E2']"
5386543,"['E1', 'E1', 'E1']"
5386544,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5386547,"['E1', 'E1', 'E1']"
5386548,"['E1', 'E2']"
5386549,"['E1', 'E1', 'E1']"
5386551,"['E1', 'E2']"
5386552,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386555,"['E1', 'E2']"
5386556,"['E1', 'E1', 'E1']"
5386558,"['E1', 'E1', 'E1']"
5386559,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386560,"['E1', 'E1', 'E1']"
5386561,"['E1', 'E1', 'E1']"
5386562,"['E1', 'E2']"
5386565,"['E1', 'E1', 'E1']"
5386566,"['E1', 'E2']"
5386567,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386568,"['E1', 'E1', 'E1']"
5386569,"['E1', 'E2']"
5386570,"['E1', 'E1', 'E1']"
5386573,"['E1', 'E2']"
5386574,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386575,"['E1', 'E1', 'E1']"
5386576,"['E1', 'E2']"
5386577,"['E1', 'E1', 'E1']"
5386579,"['E1', 'E1', 'E1']"
5386580,"['E1', 'E2']"
5386582,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386583,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386584,"['E1', 'E1', 'E1']"
5386586,"['E1', 'E1', 'E1']"
5386587,"['E1', 'E2']"
5386588,"['E1', 'E1', 'E1']"
5386589,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386590,"['E1', 'E2']"
5386592,['E1']
5386593,"['E1', 'E1', 'E1']"
5386594,"['E1', 'E2']"
5386595,"['E1', 'E1', 'E1', 'E4']"
5386597,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5386598,"['E1', 'E2']"
5386601,"['E1', 'E2']"
5386602,"['E1', 'E1', 'E1']"
5386604,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386605,"['E1', 'E2']"
5386606,"['E1', 'E1', 'E1']"
5386608,"['E1', 'E2']"
5386612,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386613,"['E1', 'E1', 'E1']"
5386615,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386619,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386622,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386623,['E1']
5386624,"['E1', 'E1', 'E1']"
5386626,"['E1', 'E2']"
5386627,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386629,"['E1', 'E2']"
5386631,"['E1', 'E1', 'E1']"
5386633,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386634,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386637,"['E1', 'E2']"
5386640,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386642,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5386644,"['E1', 'E2']"
5386647,"['E1', 'E2']"
5386649,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386651,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386654,"['E1', 'E2']"
5386657,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386658,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386660,"['E1', 'E1', 'E1']"
5386661,"['E1', 'E2']"
5386664,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386665,"['E1', 'E2']"
5386667,"['E1', 'E1', 'E1']"
5386668,"['E1', 'E2']"
5386669,"['E1', 'E1', 'E1']"
5386672,"['E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E2']"
5386675,"['E1', 'E2']"
5386676,"['E1', 'E1', 'E1']"
5386678,"['E1', 'E1', 'E1']"
5386679,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386683,"['E1', 'E2']"
5386685,"['E1', 'E1', 'E1']"
5386686,"['E1', 'E2']"
5386687,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5386690,"['E1', 'E2']"
5386693,"['E1', 'E2']"
5386694,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386696,"['E1', 'E1', 'E1']"
5386697,"['E1', 'E2']"
5386700,"['E1', 'E2']"
5386702,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386703,"['E1', 'E1', 'E1']"
5386704,"['E1', 'E2']"
5386705,"['E1', 'E1', 'E1']"
5386707,"['E1', 'E2']"
5386710,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386711,"['E1', 'E2']"
5386712,"['E1', 'E1', 'E1']"
5386714,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386717,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386718,"['E1', 'E2']"
5386721,"['E1', 'E1', 'E1']"
5386722,"['E1', 'E2']"
5386723,"['E1', 'E1', 'E1']"
5386725,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
